0,1,2,3
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 4, 'net_seed': 46000, 'image_reward': array([-0.3442618, -0.3442618, -0.3442618, -0.4565348]), 'hps': array([0.30957031, 0.30957031, 0.30957031, 0.30957031]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 4, 'net_seed': 46001, 'image_reward': array([1.74220467, 1.68610501, 1.68525946, 1.40632522]), 'hps': array([0.30493164, 0.30004883, 0.30566406, 0.29418945]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 4, 'net_seed': 46002, 'image_reward': array([-1.33849561, -1.49463201, -1.50866377, -1.62692344]), 'hps': array([0.24511719, 0.23083496, 0.25048828, 0.23034668]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 46, 'num_particles': 4, 'net_seed': 46003, 'image_reward': array([ 1.85162926,  1.72499979,  1.23598945, -1.39829862]), 'hps': array([0.33789062, 0.32470703, 0.31665039, 0.25219727]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 4, 'net_seed': 46010, 'image_reward': array([-0.76840925, -0.79957503, -0.95983946, -1.25014675]), 'hps': array([0.26464844, 0.25952148, 0.25048828, 0.26074219]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 4, 'net_seed': 46011, 'image_reward': array([-0.15276876, -0.26292345, -0.4025405 , -0.40849024]), 'hps': array([0.27319336, 0.27709961, 0.27246094, 0.27294922]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 4, 'net_seed': 46012, 'image_reward': array([-0.34437385, -0.34437385, -0.35102686, -0.35102686]), 'hps': array([0.29394531, 0.29394531, 0.29443359, 0.29443359]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 46, 'num_particles': 4, 'net_seed': 46013, 'image_reward': array([ 1.8432647 ,  1.68419075,  1.53933954, -0.28234032]), 'hps': array([0.33203125, 0.32958984, 0.29150391, 0.27734375]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 4, 'net_seed': 46020, 'image_reward': array([1.87995386, 1.86407661, 1.83380079, 1.78917325]), 'hps': array([0.32861328, 0.34472656, 0.32763672, 0.34399414]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 4, 'net_seed': 46021, 'image_reward': array([1.78990161, 1.77508271, 1.73676217, 1.61973965]), 'hps': array([0.34448242, 0.34838867, 0.33276367, 0.31396484]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 4, 'net_seed': 46022, 'image_reward': array([1.91459966, 1.88740909, 1.86706364, 1.86657035]), 'hps': array([0.32788086, 0.31396484, 0.31811523, 0.32397461]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 46, 'num_particles': 4, 'net_seed': 46023, 'image_reward': array([-0.90766925, -1.01549518, -1.18768263, -1.19846022]), 'hps': array([0.30249023, 0.28930664, 0.26855469, 0.28222656]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 4, 'net_seed': 46030, 'image_reward': array([0.67555124, 0.60850656, 0.57525486, 0.38489628]), 'hps': array([0.33300781, 0.31494141, 0.32958984, 0.32177734]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 4, 'net_seed': 46031, 'image_reward': array([1.46021569, 1.45212042, 1.39911056, 1.19406962]), 'hps': array([0.30834961, 0.30639648, 0.31298828, 0.30371094]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 4, 'net_seed': 46032, 'image_reward': array([-0.65366638, -0.67004877, -0.94758242, -1.1364181 ]), 'hps': array([0.25854492, 0.26098633, 0.26342773, 0.25170898]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 46, 'num_particles': 4, 'net_seed': 46033, 'image_reward': array([ 1.21396172,  1.01049888,  0.93402016, -1.77479458]), 'hps': array([0.31323242, 0.30664062, 0.29711914, 0.22375488]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 4, 'net_seed': 46040, 'image_reward': array([1.68351924, 1.66424859, 1.6055212 , 1.5868957 ]), 'hps': array([0.29956055, 0.29711914, 0.30004883, 0.29296875]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 4, 'net_seed': 46041, 'image_reward': array([1.90959477, 1.88677502, 1.88271797, 1.8634336 ]), 'hps': array([0.30419922, 0.30688477, 0.30273438, 0.30639648]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 4, 'net_seed': 46042, 'image_reward': array([1.93334627, 1.91166031, 1.90094304, 1.81371069]), 'hps': array([0.29321289, 0.27587891, 0.28320312, 0.28222656]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 46, 'num_particles': 4, 'net_seed': 46043, 'image_reward': array([ 1.92500472,  1.85022199, -0.58910751, -1.05157506]), 'hps': array([0.33520508, 0.32470703, 0.28222656, 0.28515625]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 47, 'num_particles': 2, 'net_seed': 47000, 'image_reward': array([-1.14693689, -1.77887845]), 'hps': array([0.29296875, 0.24462891]), 'potential_type': 'max'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 47, 'num_particles': 2, 'net_seed': 47001, 'image_reward': array([-1.65700185, -2.16949129]), 'hps': array([0.27880859, 0.22973633]), 'potential_type': 'instant'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 47, 'num_particles': 2, 'net_seed': 47002, 'image_reward': array([0.40174979, 0.37742898]), 'hps': array([0.29345703, 0.27539062]), 'potential_type': 'add'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 47, 'num_particles': 2, 'net_seed': 47003, 'image_reward': array([ 0.86999571, -0.36768034]), 'hps': array([0.27490234, 0.28759766]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 47, 'num_particles': 2, 'net_seed': 47010, 'image_reward': array([ 1.55749059, -1.88414967]), 'hps': array([0.28125   , 0.23583984]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 47, 'num_particles': 2, 'net_seed': 47011, 'image_reward': array([1.68171597, 1.66153395]), 'hps': array([0.28442383, 0.31835938]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 47, 'num_particles': 2, 'net_seed': 47012, 'image_reward': array([1.67798078, 0.38087574]), 'hps': array([0.32470703, 0.31591797]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 47, 'num_particles': 2, 'net_seed': 47013, 'image_reward': array([-0.19241159, -2.15470958]), 'hps': array([0.24951172, 0.21875   ]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 47, 'num_particles': 2, 'net_seed': 47020, 'image_reward': array([ 1.40061128, -0.87037867]), 'hps': array([0.31298828, 0.28735352]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 47, 'num_particles': 2, 'net_seed': 47021, 'image_reward': array([-0.18736573, -1.36957049]), 'hps': array([0.27294922, 0.28076172]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 47, 'num_particles': 2, 'net_seed': 47022, 'image_reward': array([ 1.78842032, -0.97199529]), 'hps': array([0.29931641, 0.26098633]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 47, 'num_particles': 2, 'net_seed': 47023, 'image_reward': array([ 0.71720016, -1.1791048 ]), 'hps': array([0.30908203, 0.28540039]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 47, 'num_particles': 2, 'net_seed': 47030, 'image_reward': array([ 1.7305187 , -1.21194577]), 'hps': array([0.33178711, 0.28930664]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 47, 'num_particles': 2, 'net_seed': 47031, 'image_reward': array([-0.924348  , -1.24822927]), 'hps': array([0.29443359, 0.28759766]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 47, 'num_particles': 2, 'net_seed': 47032, 'image_reward': array([-0.97075731, -1.30736709]), 'hps': array([0.28173828, 0.26733398]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 47, 'num_particles': 2, 'net_seed': 47033, 'image_reward': array([-1.1725409 , -1.42137682]), 'hps': array([0.28173828, 0.29296875]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 47, 'num_particles': 2, 'net_seed': 47040, 'image_reward': array([ 1.12339985, -1.89359045]), 'hps': array([0.33740234, 0.23791504]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 47, 'num_particles': 2, 'net_seed': 47041, 'image_reward': array([-0.39320177, -1.60306799]), 'hps': array([0.26953125, 0.21716309]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 47, 'num_particles': 2, 'net_seed': 47042, 'image_reward': array([-0.54549199, -0.61428374]), 'hps': array([0.2668457 , 0.25390625]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 47, 'num_particles': 2, 'net_seed': 47043, 'image_reward': array([ 1.47210455, -1.52322102]), 'hps': array([0.31225586, 0.22094727]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 47, 'num_particles': 2, 'net_seed': 47050, 'image_reward': array([-0.47984666, -1.96732211]), 'hps': array([0.27856445, 0.24780273]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 47, 'num_particles': 2, 'net_seed': 47051, 'image_reward': array([1.72751904, 0.67406315]), 'hps': array([0.30761719, 0.29663086]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 47, 'num_particles': 2, 'net_seed': 47052, 'image_reward': array([1.74296367, 0.20569341]), 'hps': array([0.28173828, 0.28564453]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 47, 'num_particles': 2, 'net_seed': 47053, 'image_reward': array([-1.06373823, -1.12177145]), 'hps': array([0.27294922, 0.30322266]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 48, 'num_particles': 2, 'net_seed': 48000, 'image_reward': array([ 1.1802336 , -0.95180917]), 'hps': array([0.33300781, 0.30444336]), 'potential_type': 'max'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 48, 'num_particles': 2, 'net_seed': 48001, 'image_reward': array([ 1.46657693, -1.93618929]), 'hps': array([0.30810547, 0.24401855]), 'potential_type': 'instant'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 48, 'num_particles': 2, 'net_seed': 48002, 'image_reward': array([-0.96399736, -2.13188076]), 'hps': array([0.25537109, 0.21142578]), 'potential_type': 'add'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 48, 'num_particles': 2, 'net_seed': 48003, 'image_reward': array([ 0.31197354, -1.85993695]), 'hps': array([0.27612305, 0.23376465]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 48, 'num_particles': 2, 'net_seed': 48010, 'image_reward': array([ 1.41866767, -1.40516973]), 'hps': array([0.32617188, 0.26025391]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 48, 'num_particles': 2, 'net_seed': 48011, 'image_reward': array([ 1.80510163, -2.11621976]), 'hps': array([0.32788086, 0.22399902]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 48, 'num_particles': 2, 'net_seed': 48012, 'image_reward': array([ 1.50848389, -1.23908532]), 'hps': array([0.32104492, 0.26489258]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 48, 'num_particles': 2, 'net_seed': 48013, 'image_reward': array([ 1.45293415, -1.89215457]), 'hps': array([0.2956543, 0.2220459]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 48, 'num_particles': 2, 'net_seed': 48020, 'image_reward': array([-0.27536136, -0.29425207]), 'hps': array([0.25952148, 0.29199219]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 48, 'num_particles': 2, 'net_seed': 48021, 'image_reward': array([-0.66665548, -0.83422124]), 'hps': array([0.26733398, 0.27856445]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 48, 'num_particles': 2, 'net_seed': 48022, 'image_reward': array([-0.43869153, -0.78377312]), 'hps': array([0.28662109, 0.26049805]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 48, 'num_particles': 2, 'net_seed': 48023, 'image_reward': array([-0.70965981, -1.40878379]), 'hps': array([0.27197266, 0.24841309]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 48, 'num_particles': 2, 'net_seed': 48030, 'image_reward': array([-1.23224306, -1.43084455]), 'hps': array([0.26586914, 0.28027344]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 48, 'num_particles': 2, 'net_seed': 48031, 'image_reward': array([ 1.8110013 , -0.34737721]), 'hps': array([0.3425293 , 0.26757812]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 48, 'num_particles': 2, 'net_seed': 48032, 'image_reward': array([ 1.18658197, -1.23288429]), 'hps': array([0.33569336, 0.27001953]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 48, 'num_particles': 2, 'net_seed': 48033, 'image_reward': array([1.76024151, 0.67416537]), 'hps': array([0.32055664, 0.29736328]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 48, 'num_particles': 2, 'net_seed': 48040, 'image_reward': array([ 0.77955961, -2.07684469]), 'hps': array([0.31884766, 0.2388916 ]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 48, 'num_particles': 2, 'net_seed': 48041, 'image_reward': array([ 0.5262745, -1.9043932]), 'hps': array([0.33154297, 0.20996094]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 48, 'num_particles': 2, 'net_seed': 48042, 'image_reward': array([ 0.37329343, -1.85329533]), 'hps': array([0.28198242, 0.22973633]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 48, 'num_particles': 2, 'net_seed': 48043, 'image_reward': array([-1.76547265, -1.91444838]), 'hps': array([0.19384766, 0.20605469]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 48, 'num_particles': 2, 'net_seed': 48050, 'image_reward': array([-1.14422405, -1.41869199]), 'hps': array([0.28222656, 0.2722168 ]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 48, 'num_particles': 2, 'net_seed': 48051, 'image_reward': array([-1.35116422, -2.12301922]), 'hps': array([0.31030273, 0.21057129]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 48, 'num_particles': 2, 'net_seed': 48052, 'image_reward': array([ 0.61559099, -2.03020906]), 'hps': array([0.28857422, 0.29443359]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 48, 'num_particles': 2, 'net_seed': 48053, 'image_reward': array([1.89829612, 0.80787587]), 'hps': array([0.30615234, 0.30493164]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 49, 'num_particles': 2, 'net_seed': 49000, 'image_reward': array([ 0.64552629, -1.73771   ]), 'hps': array([0.36157227, 0.2208252 ]), 'potential_type': 'max'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 49, 'num_particles': 2, 'net_seed': 49001, 'image_reward': array([ 0.15190932, -0.21188298]), 'hps': array([0.29541016, 0.28100586]), 'potential_type': 'instant'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 49, 'num_particles': 2, 'net_seed': 49002, 'image_reward': array([ 1.05711412, -1.52986252]), 'hps': array([0.30126953, 0.25268555]), 'potential_type': 'add'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 49, 'num_particles': 2, 'net_seed': 49003, 'image_reward': array([ 0.43120885, -0.0031666 ]), 'hps': array([0.30859375, 0.27514648]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 49, 'num_particles': 2, 'net_seed': 49010, 'image_reward': array([1.62054384, 1.23070383]), 'hps': array([0.29418945, 0.27001953]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 49, 'num_particles': 2, 'net_seed': 49011, 'image_reward': array([ 1.52120006, -1.55085146]), 'hps': array([0.31591797, 0.25146484]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 49, 'num_particles': 2, 'net_seed': 49012, 'image_reward': array([ 1.80517864, -1.26116264]), 'hps': array([0.28466797, 0.25708008]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 49, 'num_particles': 2, 'net_seed': 49013, 'image_reward': array([ 1.8168534, -1.427266 ]), 'hps': array([0.31005859, 0.22680664]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 49, 'num_particles': 2, 'net_seed': 49020, 'image_reward': array([-0.65529728, -1.08917773]), 'hps': array([0.30249023, 0.26367188]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 49, 'num_particles': 2, 'net_seed': 49021, 'image_reward': array([-0.7416541 , -0.95351136]), 'hps': array([0.27441406, 0.24499512]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 49, 'num_particles': 2, 'net_seed': 49022, 'image_reward': array([-0.84171015, -1.28178656]), 'hps': array([0.27856445, 0.24609375]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 49, 'num_particles': 2, 'net_seed': 49023, 'image_reward': array([-0.30670065, -0.81994307]), 'hps': array([0.29345703, 0.25219727]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 49, 'num_particles': 2, 'net_seed': 49030, 'image_reward': array([-1.06318462, -1.5110352 ]), 'hps': array([0.26416016, 0.26660156]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 49, 'num_particles': 2, 'net_seed': 49031, 'image_reward': array([-0.72723687, -1.10515738]), 'hps': array([0.28295898, 0.25390625]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 49, 'num_particles': 2, 'net_seed': 49032, 'image_reward': array([1.88276088, 1.517681  ]), 'hps': array([0.33349609, 0.32495117]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 49, 'num_particles': 2, 'net_seed': 49033, 'image_reward': array([ 1.68522561, -1.28520954]), 'hps': array([0.32543945, 0.28295898]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 49, 'num_particles': 2, 'net_seed': 49040, 'image_reward': array([-1.78374493, -2.02451444]), 'hps': array([0.2442627 , 0.23522949]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 49, 'num_particles': 2, 'net_seed': 49041, 'image_reward': array([-1.87731528, -2.04601216]), 'hps': array([0.22485352, 0.23327637]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 49, 'num_particles': 2, 'net_seed': 49042, 'image_reward': array([ 1.14578986, -1.82116044]), 'hps': array([0.31494141, 0.20483398]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 49, 'num_particles': 2, 'net_seed': 49043, 'image_reward': array([-1.65134132, -2.26252627]), 'hps': array([0.23205566, 0.17163086]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 49, 'num_particles': 2, 'net_seed': 49050, 'image_reward': array([1.86461544, 1.84756732]), 'hps': array([0.27612305, 0.30419922]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 49, 'num_particles': 2, 'net_seed': 49051, 'image_reward': array([1.89530873, 0.24158917]), 'hps': array([0.29980469, 0.27148438]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 49, 'num_particles': 2, 'net_seed': 49052, 'image_reward': array([ 1.68146646, -1.8080157 ]), 'hps': array([0.28466797, 0.26367188]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 49, 'num_particles': 2, 'net_seed': 49053, 'image_reward': array([ 1.78983402, -1.03151453]), 'hps': array([0.31567383, 0.27124023]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 50, 'num_particles': 2, 'net_seed': 50000, 'image_reward': array([ 0.63835341, -1.84287632]), 'hps': array([0.26928711, 0.28588867]), 'potential_type': 'max'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 50, 'num_particles': 2, 'net_seed': 50001, 'image_reward': array([ 1.46802664, -0.20340884]), 'hps': array([0.3137207 , 0.32128906]), 'potential_type': 'instant'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 50, 'num_particles': 2, 'net_seed': 50002, 'image_reward': array([ 0.73162729, -2.16044497]), 'hps': array([0.34033203, 0.19848633]), 'potential_type': 'add'}","{'prompt': 'a photo of a brown knife and a blue donut', 'seed': 50, 'num_particles': 2, 'net_seed': 50003, 'image_reward': array([-0.53920329, -1.67623234]), 'hps': array([0.32226562, 0.26220703]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a blue clock and a white cup', 'seed': 50, 'num_particles': 2, 'net_seed': 50010, 'image_reward': array([-1.03830457, -1.5405513 ]), 'hps': array([0.22924805, 0.24414062]), 'potential_type': 'max'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 50, 'num_particles': 2, 'net_seed': 50011, 'image_reward': array([-1.53396022, -1.90652537]), 'hps': array([0.25048828, 0.26342773]), 'potential_type': 'instant'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 50, 'num_particles': 2, 'net_seed': 50012, 'image_reward': array([-1.46188179e-03, -2.15757656e+00]), 'hps': array([0.27514648, 0.22143555]), 'potential_type': 'add'}","{'prompt': 'a photo of a blue clock and a white cup', 'seed': 50, 'num_particles': 2, 'net_seed': 50013, 'image_reward': array([-0.58157551, -2.07808614]), 'hps': array([0.29321289, 0.25976562]), 'potential_type': 'base'}"
"{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 50, 'num_particles': 2, 'net_seed': 50020, 'image_reward': array([-0.61141473, -1.00890911]), 'hps': array([0.25219727, 0.27539062]), 'potential_type': 'max'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 50, 'num_particles': 2, 'net_seed': 50021, 'image_reward': array([-0.95616603, -1.47767317]), 'hps': array([0.27758789, 0.26855469]), 'potential_type': 'instant'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 50, 'num_particles': 2, 'net_seed': 50022, 'image_reward': array([ 0.4899587, -0.3952561]), 'hps': array([0.29785156, 0.27709961]), 'potential_type': 'add'}","{'prompt': 'a photo of an orange cow and a purple sandwich', 'seed': 50, 'num_particles': 2, 'net_seed': 50023, 'image_reward': array([-0.51603079, -1.04200304]), 'hps': array([0.27978516, 0.28930664]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 50, 'num_particles': 2, 'net_seed': 50030, 'image_reward': array([ 1.85125053, -1.37970638]), 'hps': array([0.36181641, 0.27416992]), 'potential_type': 'max'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 50, 'num_particles': 2, 'net_seed': 50031, 'image_reward': array([-1.28218102, -1.61665142]), 'hps': array([0.29125977, 0.29125977]), 'potential_type': 'instant'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 50, 'num_particles': 2, 'net_seed': 50032, 'image_reward': array([1.89754748, 1.87683117]), 'hps': array([0.36450195, 0.34790039]), 'potential_type': 'add'}","{'prompt': 'a photo of a yellow bird and a black motorcycle', 'seed': 50, 'num_particles': 2, 'net_seed': 50033, 'image_reward': array([-1.1756146 , -1.42567396]), 'hps': array([0.28588867, 0.27368164]), 'potential_type': 'base'}"
"{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 50, 'num_particles': 2, 'net_seed': 50040, 'image_reward': array([ 1.32953894, -0.15380828]), 'hps': array([0.3034668 , 0.29589844]), 'potential_type': 'max'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 50, 'num_particles': 2, 'net_seed': 50041, 'image_reward': array([-0.07382176, -1.78996527]), 'hps': array([0.30932617, 0.2298584 ]), 'potential_type': 'instant'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 50, 'num_particles': 2, 'net_seed': 50042, 'image_reward': array([ 1.00509548, -0.10806642]), 'hps': array([0.31811523, 0.27075195]), 'potential_type': 'add'}","{'prompt': 'a photo of a green tennis racket and a black dog', 'seed': 50, 'num_particles': 2, 'net_seed': 50043, 'image_reward': array([ 0.88200682, -1.98955047]), 'hps': array([0.31445312, 0.22094727]), 'potential_type': 'base'}"
"{'prompt': 'a green stop sign in a red field', 'seed': 50, 'num_particles': 2, 'net_seed': 50050, 'image_reward': array([-0.820099  , -0.98304605]), 'hps': array([0.28515625, 0.26806641]), 'potential_type': 'max'}","{'prompt': 'a green stop sign in a red field', 'seed': 50, 'num_particles': 2, 'net_seed': 50051, 'image_reward': array([ 0.64292562, -1.23134005]), 'hps': array([0.29321289, 0.24743652]), 'potential_type': 'instant'}","{'prompt': 'a green stop sign in a red field', 'seed': 50, 'num_particles': 2, 'net_seed': 50052, 'image_reward': array([ 1.92171073, -1.06708169]), 'hps': array([0.31860352, 0.29833984]), 'potential_type': 'add'}","{'prompt': 'a green stop sign in a red field', 'seed': 50, 'num_particles': 2, 'net_seed': 50053, 'image_reward': array([1.84549308, 1.20031798]), 'hps': array([0.30053711, 0.30615234]), 'potential_type': 'base'}"
